Module	Section	Sample Name	Source
FastQC (pre-Trimming)	all_sections	SRR20458000_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR20458000_1_filtered_lt130bp_raw_fastqc.zip
FastQC (pre-Trimming)	all_sections	SRR20458000_2_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR20458000_2_filtered_lt130bp_raw_fastqc.zip
FastQC (pre-Trimming)	all_sections	SRR21031366_2_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR21031366_2_filtered_lt130bp_raw_fastqc.zip
FastQC (pre-Trimming)	all_sections	SRR21031366_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR21031366_1_filtered_lt130bp_raw_fastqc.zip
FastQC (pre-Trimming)	all_sections	SRR20755928_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR20755928_1_filtered_lt130bp_raw_fastqc.zip
FastQC (pre-Trimming)	all_sections	SRR20755928_2_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc_raw/SRR20755928_2_filtered_lt130bp_raw_fastqc.zip
Adapter Removal	all_sections	SRR21031366_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/adapter_removal/SRR21031366_1_filtered_lt130bp.fastq_L1.pe.settings
Adapter Removal	all_sections	SRR20755928_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/adapter_removal/SRR20755928_1_filtered_lt130bp.fastq_L1.pe.settings
Adapter Removal	all_sections	SRR20458000_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/adapter_removal/SRR20458000_1_filtered_lt130bp.fastq_L1.pe.settings
FastQC (post-Trimming)	all_sections	SRR20755928_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc/SRR20755928_1_filtered_lt130bp.fastq_L1.pe.combined_fastqc.zip
FastQC (post-Trimming)	all_sections	SRR21031366_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc/SRR21031366_1_filtered_lt130bp.fastq_L1.pe.combined_fastqc.zip
FastQC (post-Trimming)	all_sections	SRR20458000_1_filtered_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/fastqc/SRR20458000_1_filtered_lt130bp.fastq_L1.pe.combined_fastqc.zip
Samtools Flagstat (pre-samtools filter)	flagstat	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat/ancient0004_flagstat.stats
Samtools Flagstat (pre-samtools filter)	flagstat	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat/ancient0003_flagstat.stats
